text,annotation task,number of annotations,annotations,annotators,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain
"This WHITE woman was literally spray painting infront of the cops , ya'll see the problem??!! .#blacklivesmatter #whiteprivilege <url>",offensiveness detection,5,"0,0,0,0,0","Ann672,Ann347,Ann241,Ann719,Ann171",en,0,train,1.0,0.0,BLM
<user> <user> <user> <user> They should be gay couple I’d never been born 😂❌,offensiveness detection,5,"0,1,1,1,0","Ann517,Ann16,Ann88,Ann345,Ann730",en,1,train,0.4,0.6,Elections2020
"U’re an idiot!! Until u’re BLACK and EXPERIENCED what we have as a BLACK RACE have, then STFU!!! I honestly don’t care u looking up to me nor anyone else that’s upset about where I stand! Y’all can KICK ROCKS!!! Say His Name...GEORGE FLOYD! Say Her Name...BREONNA TAYLOR!! #BLM <url>",offensiveness detection,5,"1,1,1,1,0","Ann501,Ann443,Ann229,Ann708,Ann419",en,1,train,0.2,0.8,BLM
Who is this? Please help identify this wretched human &amp; turn him in to the police.,offensiveness detection,5,"0,0,0,0,0","Ann138,Ann419,Ann29,Ann178,Ann274",en,0,train,1.0,0.0,BLM
<user> They Botoxed the COVID to death,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann514,Ann379,Ann558,Ann555",en,0,train,1.0,0.0,Covid-19
"<user> Scenario;  IF .. if .. <user>  becomes the 46th,   C-19 is going to      FADE AWAY !          And the ""N I G H T M A R E""        will begin !  ✅ VOTE TRUMP ☆🇺🇲#VOTETRUMP2020MAG🇺🇲☆         MAKING A DIFFERENCE ! <url>",offensiveness detection,5,"0,0,1,1,0","Ann788,Ann188,Ann572,Ann345,Ann310",en,0,train,0.6,0.4,Elections2020
"EXACTLY, IT'S SOME DIRTY DEMOCRAT BS...WE ARE BEHIND YOU #MAGA!!! WE GOT THIS...",offensiveness detection,5,"1,1,0,1,1","Ann641,Ann370,Ann149,Ann596,Ann345",en,1,train,0.2,0.8,Elections2020
<user> <user> get ready to cry in two days.,offensiveness detection,5,"0,0,0,0,0","Ann479,Ann334,Ann362,Ann730,Ann774",en,0,train,1.0,0.0,Elections2020
"<user> COVID-19 was not in play during Ondo election abi.  Everybody that have hand in all of these wickedness, believe me you can’t escape judgment. <url>",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann200,Ann514,Ann811,Ann240",en,0,train,1.0,0.0,Covid-19
This is what the orange menace is advocating!  Karma where are you?,offensiveness detection,5,"0,1,1,0,0","Ann117,Ann654,Ann209,Ann374,Ann270",en,0,train,0.6,0.4,BLM
"Hopefully #GeorgeFloyd is looking down and saying this is a great day for America, because the unemployment #'s regained 1.4 mil jobs due to PPP invest of $600Billion (14 million lost). I doubt George or his family give a rats ass abt the unemplymt # s. #MAGA #MAGA2020 #help",offensiveness detection,5,"0,0,0,0,1","Ann117,Ann654,Ann237,Ann209,Ann734",en,0,train,0.8,0.2,BLM
"Someone asked if you can pre-order from any store and the answer is YES! BUT!!!! <user> will be the only store with *autographed* copies thanks to the two stupid C words (COVID and cancer). I'd love you to order from an indie bookstore, but it's totally up to you!",offensiveness detection,5,"0,1,0,0,0","Ann252,Ann66,Ann410,Ann346,Ann313",en,0,train,0.8,0.2,Covid-19
<user> Better chance of getting hit by car trick or treating then catching Covid. But... Charlie will make the rules goddammit!,offensiveness detection,5,"1,0,1,1,1","Ann514,Ann334,Ann538,Ann558,Ann220",en,1,train,0.2,0.8,Covid-19
’12 Years a Slave’ Director Steve McQueen Dedicates Cannes-Selected Films to George Floyd <url> via <user>,offensiveness detection,5,"0,0,0,0,1","Ann305,Ann247,Ann582,Ann245,Ann802",en,0,train,0.8,0.2,BLM
who the hell posted bail for him,offensiveness detection,5,"0,1,0,0,0","Ann305,Ann245,Ann593,Ann39,Ann681",en,0,train,0.8,0.2,BLM
<user> <user> <user> God forbid. USA will be doomed with Democrats!,offensiveness detection,5,"1,0,0,0,1","Ann779,Ann149,Ann730,Ann104,Ann596",en,0,train,0.6,0.4,Elections2020
I hate y’all. I hate Texas especially y’all dumb asf over there,offensiveness detection,5,"1,1,1,1,1","Ann501,Ann755,Ann632,Ann343,Ann419",en,1,train,0.0,1.0,BLM
Your vote is your voice. Votes matter. Really like this newly released ⁦<user> ad. Vote. <url>,offensiveness detection,5,"0,0,0,0,0","Ann625,Ann59,Ann144,Ann633,Ann779",en,0,train,1.0,0.0,Elections2020
Wow just wow never have I pitied the people of the USA more than I do at this moment <user> is petulant child #bigorangebaby &amp; doesn't deserve to be anyone's president. <user> you said what everyone is thinking #shutupman #vote #Debates2020 #TrumpMeltdown #750dollars,offensiveness detection,5,"0,1,0,0,0","Ann149,Ann88,Ann546,Ann576,Ann739",en,0,train,0.8,0.2,Elections2020
<user> Can we mandate she drowns in piss infected with covid or is that a sin for me asking?,offensiveness detection,5,"1,1,0,1,1","Ann107,Ann313,Ann440,Ann252,Ann283",en,1,train,0.2,0.8,Covid-19
<user> <user> Speaking strictly as a uterus- your opinion is GARBAGE. 😘👍🏼  #UnderHisEye 👁 <url>,offensiveness detection,5,"1,1,1,1,1","Ann436,Ann779,Ann285,Ann173,Ann246",en,1,train,0.0,1.0,Elections2020
"Trump has VERY successfully turned the entire USA into his picture perfect remake vision of Atlantic City, NJ!! hahahahaha ... CONGRATULATIONS GOP!! hahaha LOL!",offensiveness detection,5,"1,0,1,1,0","Ann266,Ann200,Ann768,Ann681,Ann669",en,1,train,0.4,0.6,Covid-19
"<user> In these times of the coronavirus, any hilton hotel staircase is scarier than this hotel 🤣",offensiveness detection,5,"0,0,0,0,0","Ann232,Ann555,Ann514,Ann724,Ann379",en,0,train,1.0,0.0,Covid-19
<user> <user> <user> <user> SHOULD SIGN FOR HIS HEINOUS SINS INCLUDING CHILD RAPE. #PedoTrump #SOCIOPATHTRUMP #FakePresident #BlackLivesMatter <url>,offensiveness detection,5,"0,1,1,1,1","Ann117,Ann513,Ann501,Ann236,Ann708",en,1,train,0.2,0.8,BLM
<user> <user> <user> <user> Ooohh you know what yur such a darling,offensiveness detection,5,"0,0,0,0,0","Ann588,Ann524,Ann774,Ann379,Ann149",en,0,train,1.0,0.0,Elections2020
<user> <user> <user> Who is committing all the violence in Minneapolis? The white mob? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,offensiveness detection,5,"0,0,1,0,1","Ann632,Ann755,Ann455,Ann411,Ann146",en,0,train,0.6,0.4,BLM
<user> why don’t you have Putin put a bounty on the coronavirus? Or do you want to see which kills more Americans?,offensiveness detection,5,"0,1,0,1,1","Ann189,Ann258,Ann620,Ann257,Ann798",en,1,train,0.4,0.6,Covid-19
"<user> was right, <user> IS the FORMER Democratic nominee.. per this segment of the #Debate2020 the #Democrat party has decided to run #ChrisWallace2020   #MAGA2020LandslideVictory <url>",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann408,Ann149,Ann535,Ann85",en,0,train,1.0,0.0,Elections2020
"I agree I think Trump is faking Covid infection, like he has faked everything else",offensiveness detection,5,"0,0,0,1,0","Ann402,Ann517,Ann581,Ann779,Ann514",en,0,train,0.8,0.2,Covid-19
<user> This is the same idiot - along with the Mayor of Jacksonville <user> - who thought it was a great idea to bring the RNC COVID Convention to Florida!!!,offensiveness detection,5,"1,1,0,0,1","Ann344,Ann185,Ann514,Ann779,Ann761",en,1,train,0.4,0.6,Covid-19
"Since the media has proved they have no interest in the corruption of <user> , imagine what an unchecked dictator he’d be",offensiveness detection,5,"0,0,0,0,0","Ann118,Ann334,Ann213,Ann730,Ann362",en,0,train,1.0,0.0,Elections2020
i know a bunch of your gay asses were eating there even when they hated you but now it's time to realize there's other food in the world,offensiveness detection,5,"1,1,1,1,1","Ann794,Ann29,Ann501,Ann569,Ann708",en,1,train,0.0,1.0,BLM
<user> <user> Exactly! That’s the percent of stupid people in this country 🤷🏽‍♀️,offensiveness detection,5,"1,1,1,1,1","Ann42,Ann418,Ann53,Ann463,Ann779",en,1,train,0.0,1.0,Elections2020
"<user> way to prioritize the health and safety of your students over board members making millions $$$ in student rents. Oh, wait.  #Covidiots #COVIDー19 #GOPCorruptionOverCountry #TrumpkillsAmericans #COVID #TrumpVirus",offensiveness detection,5,"1,1,0,0,0","Ann681,Ann266,Ann763,Ann118,Ann422",en,0,train,0.6,0.4,Covid-19
"1st: Ron Johnson is a moron.  2nd: Ron, nobody’s accepting auto related deaths like, 🤷🏻‍♀️. The legislative, judicial &amp; engineering resources ($$$) dedicated to it are huge &amp; auto manufacturing industry is 3rd most regulated in US b/c of risk mgmt challenges.  3rd: Fuck Ron Johnson.",offensiveness detection,5,"1,0,0,1,1","Ann200,Ann477,Ann514,Ann64,Ann609",en,1,train,0.4,0.6,Covid-19
trump by the numbers ...  #200KDeadAmericans  #TrumpFailedAmerica  #coronavirus  #COVID19 <url>,offensiveness detection,5,"0,0,0,0,0","Ann582,Ann632,Ann681,Ann63,Ann768",en,0,train,1.0,0.0,Covid-19
"<user> <user> <user> And yet, everyone says the Krassenstein brothers are criminals.",offensiveness detection,5,"0,0,0,0,0","Ann238,Ann488,Ann377,Ann144,Ann8",en,0,train,1.0,0.0,Elections2020
Alabama Governor Kay Ivey: Willie Simmons has served 38 years for a $9 robbery  #BlackLivesMatter - Sign the Petition! <url> via <user>,offensiveness detection,5,"0,0,0,0,0","Ann273,Ann121,Ann755,Ann25,Ann274",en,0,train,1.0,0.0,BLM
"Biden doesn't have to lift a finger, the fake, lying, corrupt and twisted media is campaigning for him spreading lies about  Trump #Trump2020 #MAGA #KAG #CV1984 #ObamaGate",offensiveness detection,5,"1,0,0,0,0","Ann737,Ann747,Ann104,Ann774,Ann81",en,0,train,0.8,0.2,Elections2020
Stop Killing My Trans Sisters ‼️,offensiveness detection,5,"1,0,0,0,0","Ann632,Ann6,Ann274,Ann292,Ann54",en,0,train,0.8,0.2,BLM
"This ⬇️⬇️ is how <user> &amp;  <user> face the actions of Antifa &amp; BLM terrorists. They won't admit that they are terrorists and not ""peaceful protesters"". It's just one of many double standards they all have. The media is just as guilty. <url>",offensiveness detection,5,"1,0,1,1,1","Ann546,Ann417,Ann104,Ann774,Ann713",en,1,train,0.2,0.8,Elections2020
<user> Say it: #BlackLivesMatter,offensiveness detection,5,"0,0,0,0,0","Ann632,Ann443,Ann501,Ann708,Ann661",en,0,train,1.0,0.0,BLM
"<user> <user> <user> <user> Just bc you live in an area that it doesn’t happen, it doesn’t give you a free pass to bathe in your ignorance. There are many areas where POC in general have too much to worry about. I’m glad those in your community feel safe, but that’s not the case for many others.",offensiveness detection,5,"1,0,0,1,0","Ann276,Ann779,Ann656,Ann360,Ann616",en,0,train,0.6,0.4,Elections2020
<user> It’s not about You think anyone Frank because if Your Experience has this Country with TRAITORS Running this Country and is in Our WHITE HOUSE Just Stop and SIT this One Out #BlackLivesMatter <url>,offensiveness detection,5,"0,0,0,0,0","Ann274,Ann138,Ann419,Ann163,Ann731",en,0,train,1.0,0.0,BLM
This is scary. A nurse comes down with coronavirus symptoms in San Antonio and the cdc won’t let her be tested but the couple finds out there is coronavirus present in San Antonio. #CoronavirusFrontline,offensiveness detection,5,"0,0,0,0,1","Ann390,Ann200,Ann768,Ann169,Ann136",en,0,train,0.8,0.2,Covid-19
<user> Would the cop’s lives have mattered if Wallace killed them? Not in a Biden/BLM/Antifa world.,offensiveness detection,5,"1,0,0,0,0","Ann85,Ann517,Ann149,Ann670,Ann774",en,0,train,0.8,0.2,Elections2020
"ASMR For The George Floyd Memorial Fund 🌟Glow Sticks, by Oceans ASMR <url>",offensiveness detection,5,"0,0,0,0,0","Ann419,Ann29,Ann178,Ann287,Ann274",en,0,train,1.0,0.0,BLM
<user> We have that thank the good Lord. Spent 8 yrs under Obama/Biden where there was nothing but screwing the American people.  #ObamaBidenGate #VoteRedToSaveAmerica2020  #Trump2020,offensiveness detection,5,"0,0,0,1,0","Ann334,Ann616,Ann238,Ann596,Ann601",en,0,train,0.8,0.2,Elections2020
"<user> <user> This is arson! What could this behavior possibly aid?  It has NOTHING to do with George Floyd &amp; it certainly has nothing to do with ""white supremacy""!  Why does Piers Morgan support this outrageous wanton destruction?  Anarchists trying to overthrow our government &amp; media is...?",offensiveness detection,5,"0,1,0,0,1","Ann30,Ann197,Ann245,Ann569,Ann802",en,0,train,0.6,0.4,BLM
<user> <user> This is just another fake stupid account. Or a horrible Republican,offensiveness detection,5,"1,1,1,1,0","Ann779,Ann149,Ann517,Ann85,Ann334",en,1,train,0.2,0.8,Elections2020
"<user> Congratulations, on the way to White House",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann283,Ann517,Ann85,Ann334",en,0,train,1.0,0.0,Elections2020
You are a Coward. You couldn’t take people talking bad about you voting for <user> so you folded like a cheap suit. Damn😒 #BoycottingHollywood #CorruptJoeBiden #Elections2020 #LiberalismIsAMentalDisorder #Pedogate2020 #CelebBS,offensiveness detection,5,"0,0,1,1,1","Ann266,Ann747,Ann285,Ann379,Ann149",en,1,train,0.4,0.6,Elections2020
it smell like 1933 again  .... let be real antifa is fachist if this mess dosent make you remember The Reichstag fire 🧐🐇✊ same tactics but different outfit #AntifaTerrorists  #NewWorldOrder  #WWG1WGA #WWG1WGAWORLDWIDE,offensiveness detection,5,"0,1,0,1,0","Ann163,Ann277,Ann126,Ann685,Ann701",en,0,train,0.6,0.4,BLM
"<user> Hell Yes!  Covid may be around,  but the fear mongering, tyrannical, radical left are doing what they do best,  attempt to under mine our constitution &amp; our liberties. Everyone should open And not wait for the asshats  who are destroying our country",offensiveness detection,5,"1,0,1,1,1","Ann752,Ann200,Ann704,Ann779,Ann514",en,1,train,0.2,0.8,Covid-19
Someone take this jackass on a tour of the bodies in NYC.,offensiveness detection,5,"1,1,0,1,1","Ann538,Ann232,Ann669,Ann768,Ann763",en,1,train,0.2,0.8,Covid-19
Another feast day on the racial justice calendar.,offensiveness detection,5,"0,0,0,0,0","Ann65,Ann237,Ann551,Ann600,Ann512",en,0,train,1.0,0.0,BLM
"<user> <user> <user> You can't possibly be agreeing with the risible claim that there is a ""Nazi party"" in the US today—can you?",offensiveness detection,5,"1,0,0,0,1","Ann779,Ann616,Ann730,Ann774,Ann276",en,0,train,0.6,0.4,Elections2020
<url>   Democrats would never do this!  They respect the election process and freedom of speech #Trump #Elections2020,offensiveness detection,5,"1,0,0,0,0","Ann42,Ann784,Ann573,Ann192,Ann149",en,0,train,0.8,0.2,Elections2020
Sickening. #IWW #OneBigUnion #SupportTheIWW,offensiveness detection,5,"0,0,0,0,0","Ann629,Ann517,Ann89,Ann34,Ann90",en,0,train,1.0,0.0,Covid-19
"Seriously? Then why so many Africans clamour to enter Britain if it’s so fascist. Maybe just maybe if people didn’t break the law, and adhered to common civility they would be accepted?",offensiveness detection,5,"0,0,1,0,1","Ann616,Ann245,Ann413,Ann292,Ann54",en,0,train,0.6,0.4,BLM
<user> <user> You are a moron.,offensiveness detection,5,"1,1,1,1,1","Ann779,Ann149,Ann283,Ann85,Ann88",en,1,train,0.0,1.0,Elections2020
The shit I would’ve done to this man I’d be serving time,offensiveness detection,5,"0,0,1,1,1","Ann305,Ann129,Ann616,Ann413,Ann274",en,1,train,0.4,0.6,BLM
"""He's Putin's puppy."" - <user> on Trump refusing to even bring up to his boss Vladimir Putin the fact that Putin and Russia are paying bounties for Taliban to kill our troops, that he calls ""losers"" and ""suckers""   #Debates2020",offensiveness detection,5,"1,0,1,0,0","Ann779,Ann616,Ann425,Ann721,Ann311",en,0,train,0.6,0.4,Elections2020
"Drew Brees gives his personal opinion on how he feels about the flag and everyone freaks out. He apologizes twice, and it's on every news station in the country. Stephen Jackson calls Drew Brees retarded LIVE ON CNN and there isn't a peep on social media. This is outrageous",offensiveness detection,5,"0,0,0,0,0","Ann163,Ann443,Ann338,Ann501,Ann328",en,0,train,1.0,0.0,BLM
<user> <user> I have a few of those women in my political arsenal here. Women w/ lady balls kick ass.,offensiveness detection,5,"0,0,1,0,1","Ann370,Ann301,Ann697,Ann779,Ann601",en,0,train,0.6,0.4,Elections2020
"You can't please all of the people all of the time...But you sure as hell can piss most of the people off , most of the time! Good for Reebok...maybe others will follow and maybe this bad publicity will silence Glassman's tongue! I won't hold my breath!",offensiveness detection,5,"0,0,1,0,0","Ann306,Ann149,Ann775,Ann419,Ann532",en,0,train,0.8,0.2,BLM
"<user> <user> <user> <user> You are a racist if you vote for segregation Joe, k,k&amp;k Joe, Jim Crow Joe. He has done more to enslave the black community than anyone. His voting record doesn't lie cold hard facts. #BLM, #BLACKLIVESMATTER <url>",offensiveness detection,5,"0,0,1,0,1","Ann598,Ann117,Ann364,Ann237,Ann755",en,0,train,0.6,0.4,BLM
Nah cause cops actually terrorists. Paid terrorists #acab #fuck12 #amerikkka,offensiveness detection,5,"1,0,1,1,1","Ann13,Ann117,Ann237,Ann586,Ann384",en,1,train,0.2,0.8,BLM
